worker_id,date,shift_type
W06,2026-12-13,afternoon
W09,2026-12-13,afternoon
W12,2026-12-13,afternoon
S06,2026-12-13,morning
W01,2026-12-13,morning
W08,2026-12-13,morning
S02,2026-12-13,night
W05,2026-12-13,night
W13,2026-12-13,night
S03,2026-12-14,afternoon
S04,2026-12-14,afternoon
W06,2026-12-14,afternoon
W09,2026-12-14,afternoon
S01,2026-12-14,morning
W08,2026-12-14,morning
W11,2026-12-14,morning
S05,2026-12-14,night
W02,2026-12-14,night
W04,2026-12-14,night
S03,2026-12-15,afternoon
S04,2026-12-15,afternoon
W03,2026-12-15,afternoon
W06,2026-12-15,afternoon
S01,2026-12-15,morning
S06,2026-12-15,morning
W01,2026-12-15,morning
W07,2026-12-15,morning
W10,2026-12-15,morning
W11,2026-12-15,morning
W12,2026-12-15,morning
S07,2026-12-15,night
W08,2026-12-15,night
W09,2026-12-15,night
S02,2026-12-16,afternoon
S04,2026-12-16,afternoon
W06,2026-12-16,afternoon
W13,2026-12-16,afternoon
S01,2026-12-16,morning
S06,2026-12-16,morning
W01,2026-12-16,morning
W05,2026-12-16,morning
W07,2026-12-16,morning
W10,2026-12-16,morning
W12,2026-12-16,morning
S03,2026-12-16,night
W03,2026-12-16,night
W11,2026-12-16,night
S02,2026-12-17,afternoon
S05,2026-12-17,afternoon
W06,2026-12-17,afternoon
W12,2026-12-17,afternoon
W13,2026-12-17,afternoon
S06,2026-12-17,morning
W01,2026-12-17,morning
W05,2026-12-17,morning
W07,2026-12-17,morning
W10,2026-12-17,morning
S04,2026-12-17,night
W02,2026-12-17,night
W04,2026-12-17,night
S02,2026-12-18,afternoon
W08,2026-12-18,afternoon
W12,2026-12-18,afternoon
S01,2026-12-18,morning
S06,2026-12-18,morning
S07,2026-12-18,morning
W01,2026-12-18,morning
W05,2026-12-18,morning
W09,2026-12-18,morning
W10,2026-12-18,morning
S05,2026-12-18,night
W07,2026-12-18,night
W13,2026-12-18,night
S02,2026-12-19,afternoon
S07,2026-12-19,afternoon
W03,2026-12-19,afternoon
W06,2026-12-19,afternoon
W12,2026-12-19,afternoon
S01,2026-12-19,morning
S06,2026-12-19,morning
W01,2026-12-19,morning
W05,2026-12-19,morning
W10,2026-12-19,morning
W11,2026-12-19,morning
S03,2026-12-19,night
W08,2026-12-19,night
W09,2026-12-19,night
S02,2026-12-20,afternoon
S04,2026-12-20,afternoon
W03,2026-12-20,afternoon
W06,2026-12-20,afternoon
W12,2026-12-20,afternoon
S01,2026-12-20,morning
S06,2026-12-20,morning
W01,2026-12-20,morning
W05,2026-12-20,morning
W10,2026-12-20,morning
W11,2026-12-20,morning
S07,2026-12-20,night
W02,2026-12-20,night
W04,2026-12-20,night
S02,2026-12-21,afternoon
S04,2026-12-21,afternoon
W06,2026-12-21,afternoon
W12,2026-12-21,afternoon
S01,2026-12-21,morning
W01,2026-12-21,morning
W05,2026-12-21,morning
W07,2026-12-21,morning
W10,2026-12-21,morning
W13,2026-12-21,morning
S05,2026-12-21,night
W03,2026-12-21,night
W11,2026-12-21,night
S02,2026-12-22,afternoon
S04,2026-12-22,afternoon
W06,2026-12-22,afternoon
W12,2026-12-22,afternoon
S01,2026-12-22,morning
W01,2026-12-22,morning
W07,2026-12-22,morning
W09,2026-12-22,morning
W10,2026-12-22,morning
W13,2026-12-22,morning
S03,2026-12-22,night
W05,2026-12-22,night
W08,2026-12-22,night
S07,2026-12-23,afternoon
W06,2026-12-23,afternoon
W12,2026-12-23,afternoon
S06,2026-12-23,morning
W01,2026-12-23,morning
W07,2026-12-23,morning
W09,2026-12-23,morning
W13,2026-12-23,morning
S02,2026-12-23,night
W02,2026-12-23,night
W04,2026-12-23,night
S05,2026-12-24,afternoon
W03,2026-12-24,afternoon
W06,2026-12-24,afternoon
W12,2026-12-24,afternoon
W13,2026-12-24,afternoon
S01,2026-12-24,morning
W01,2026-12-24,morning
W09,2026-12-24,morning
S07,2026-12-24,night
W07,2026-12-24,night
W11,2026-12-24,night
S04,2026-12-25,afternoon
S05,2026-12-25,afternoon
W03,2026-12-25,afternoon
W06,2026-12-25,afternoon
W12,2026-12-25,afternoon
S01,2026-12-25,morning
S06,2026-12-25,morning
W05,2026-12-25,morning
W09,2026-12-25,morning
W10,2026-12-25,morning
S03,2026-12-25,night
W08,2026-12-25,night
W13,2026-12-25,night
S04,2026-12-26,afternoon
S05,2026-12-26,afternoon
W03,2026-12-26,afternoon
W04,2026-12-26,afternoon
W06,2026-12-26,afternoon
S01,2026-12-26,morning
S06,2026-12-26,morning
W01,2026-12-26,morning
W02,2026-12-26,morning
W10,2026-12-26,morning
S02,2026-12-26,night
W05,2026-12-26,night
W09,2026-12-26,night
S05,2026-12-27,afternoon
W03,2026-12-27,afternoon
W07,2026-12-27,afternoon
S01,2026-12-27,morning
S06,2026-12-27,morning
S07,2026-12-27,morning
W01,2026-12-27,morning
W02,2026-12-27,morning
W10,2026-12-27,morning
W12,2026-12-27,morning
S04,2026-12-27,night
W04,2026-12-27,night
W11,2026-12-27,night
S05,2026-12-28,afternoon
W03,2026-12-28,afternoon
W12,2026-12-28,afternoon
S06,2026-12-28,morning
S07,2026-12-28,morning
W01,2026-12-28,morning
W02,2026-12-28,morning
W08,2026-12-28,morning
W10,2026-12-28,morning
S03,2026-12-28,night
W07,2026-12-28,night
W13,2026-12-28,night
S02,2026-12-29,afternoon
S07,2026-12-29,afternoon
W06,2026-12-29,afternoon
W08,2026-12-29,afternoon
S06,2026-12-29,morning
W01,2026-12-29,morning
W02,2026-12-29,morning
W05,2026-12-29,morning
W10,2026-12-29,morning
S05,2026-12-29,night
W03,2026-12-29,night
W09,2026-12-29,night
S04,2026-12-30,afternoon
S07,2026-12-30,afternoon
W08,2026-12-30,afternoon
W12,2026-12-30,afternoon
S01,2026-12-30,morning
W01,2026-12-30,morning
W04,2026-12-30,morning
W05,2026-12-30,morning
W10,2026-12-30,morning
S02,2026-12-30,night
W02,2026-12-30,night
W11,2026-12-30,night
S04,2026-12-31,afternoon
S07,2026-12-31,afternoon
W06,2026-12-31,afternoon
W08,2026-12-31,afternoon
W12,2026-12-31,afternoon
S01,2026-12-31,morning
S06,2026-12-31,morning
W01,2026-12-31,morning
W04,2026-12-31,morning
W05,2026-12-31,morning
W10,2026-12-31,morning
S03,2026-12-31,night
W07,2026-12-31,night
W13,2026-12-31,night
S04,2027-01-01,afternoon
W03,2027-01-01,afternoon
W12,2027-01-01,afternoon
S01,2027-01-01,morning
S05,2027-01-01,morning
S06,2027-01-01,morning
W04,2027-01-01,morning
W05,2027-01-01,morning
W10,2027-01-01,morning
S07,2027-01-01,night
W08,2027-01-01,night
W09,2027-01-01,night
S04,2027-01-02,afternoon
W03,2027-01-02,afternoon
W06,2027-01-02,afternoon
W11,2027-01-02,afternoon
W12,2027-01-02,afternoon
S01,2027-01-02,morning
S05,2027-01-02,morning
S06,2027-01-02,morning
W01,2027-01-02,morning
W05,2027-01-02,morning
S02,2027-01-02,night
W02,2027-01-02,night
W04,2027-01-02,night
S03,2027-01-03,afternoon
W03,2027-01-03,afternoon
W06,2027-01-03,afternoon
W12,2027-01-03,afternoon
S05,2027-01-03,morning
S06,2027-01-03,morning
W01,2027-01-03,morning
W05,2027-01-03,morning
W10,2027-01-03,morning
W13,2027-01-03,morning
S04,2027-01-03,night
W07,2027-01-03,night
W11,2027-01-03,night
S03,2027-01-04,afternoon
W06,2027-01-04,afternoon
W12,2027-01-04,afternoon
S01,2027-01-04,morning
S06,2027-01-04,morning
S07,2027-01-04,morning
W01,2027-01-04,morning
W08,2027-01-04,morning
W09,2027-01-04,morning
W10,2027-01-04,morning
W13,2027-01-04,morning
S05,2027-01-04,night
W03,2027-01-04,night
W05,2027-01-04,night
S02,2027-01-05,afternoon
S03,2027-01-05,afternoon
W06,2027-01-05,afternoon
W13,2027-01-05,afternoon
S01,2027-01-05,morning
S06,2027-01-05,morning
W01,2027-01-05,morning
W02,2027-01-05,morning
W04,2027-01-05,morning
W10,2027-01-05,morning
S07,2027-01-05,night
W08,2027-01-05,night
W09,2027-01-05,night
S04,2027-01-06,afternoon
W06,2027-01-06,afternoon
W12,2027-01-06,afternoon
S01,2027-01-06,morning
S06,2027-01-06,morning
W01,2027-01-06,morning
W10,2027-01-06,morning
S02,2027-01-06,night
S03,2027-01-06,night
W02,2027-01-06,night
W04,2027-01-06,night
W07,2027-01-06,night
W11,2027-01-06,night
W13,2027-01-06,night
